"Tytuł projektu";"Kierownik projektu";"Data rozpoczęcia realizacji projektu";"Termin zakończenia";"Instytucja finansująca";"Środki finansowe ogółem (PLN)";"Rodzaj projektu";"Nazwa programu";"Instytucja/Jednostka realizująca";"Adres jednostki realizującej";"Status projektu";
"Rola kinazy zależnej od wapnia w kontroli mechanizmu syntezy fitoaleksyny u zwartnicy mieszańcowej (Hippeastrum x hybr.)";"dr Agnieszka Katarzyna Pawełek";"2017-10-10";"2018-10-09";"
    •  budżet - NCN

";49500;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"MINIATURA; edycja 1";"
    •  Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Biologii i Ochrony Środowiska

";"
    •  Lwowska 1, Toruń

";"W trakcie realizacji";
"Koncepcja informacji w kwantowych czasoprzestrzeniach";"dr Michał Eckstein";"2017-10-10";"2020-10-09";"
    •  budżet - NCN

";650059;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"SONATINA; edycja 1";"
    •  Uniwersytet Gdański; Wydział Matematyki, Fizyki i Informatyki

";"
    •  Wita Stwosza 57, Gdańsk

";"W trakcie realizacji";
"Polish Cathedrals - polskie dziedzictwo religijne, kulturowe, społeczne i materialne w Stanach Zjednoczonych. Leksykon";"dr hab. Jacek Jan Gołębiowski";"2017-10-10";"2022-10-09";"
    •  budżet - MNiSW

";1073960;"Projekt finansowany przez ministra właściwego do spraw nauki";"Narodowy Program Rozwoju Humanistyki; konkurs 84";"
    •  Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie; Wydział Nauk Humanistycznych

";"
    •  Racławickie 14, Lublin

";"W trakcie realizacji";
"Zmiany w sieciach funkcjonalnych mózgu zachodzące pod wpływem interakcji społecznych w schemacie gry w dylemat więźnia";"Krzysztof Bielski";"2017-10-10";"2020-10-09";"
    •  budżet - MNiSW

";180000;"Projekt finansowany przez ministra właściwego do spraw nauki";"Program ""Diamentowy Grant""; konkurs 46";"
    •  Instytut Biologii Doświadczalnej im. Marcelego Nenckiego Polskiej Akademii Nauk

";"
    •  Ludwika Pasteura 3, Warszawa

";"W trakcie realizacji";
"Wytwarzanie elementów dla innowacyjnego systemu energooszczędnego budownictwa prefabrykowanego";"dr hab. Krzysztof Feliks Cichocki";"2017-10-09";"2019-06-30";"
    •  budżet - NCBR

";;"Projekt o charakterze badawczym finansowany w ramach programu operacyjnego";"Projekt Operacyjny Inteligentny Rozwój";"
    •  Politechnika Koszalińska; Wydział Inżynierii Lądowej, Środowiska i Geodezji

";"
    •  Śniadeckich 2, Koszalin

";"W trakcie realizacji";
"Metody modulacji w nieliniowych torach optycznych o ograniczonym pasmie";"prof. dr hab. Jerzy SIUZDAK";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";285600;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"OPUS; edycja 12";"
    •  Politechnika Warszawska; Wydział Elektroniki i Technik Informacyjnych

";"
    •  Nowowiejska 15/19/115, Warszawa

";"W trakcie realizacji";
"Technologie Teleinformatyczne i Wydajność Handlu w krajach Europy Środkowej i Wschodniej: Wnioski z danych mikro i makro";"Tinatin Akhvlediani";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";88660;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Uniwersytet Warszawski; Wydział Nauk Ekonomicznych

";"
    •  Długa 44/50, Warszawa

";"W trakcie realizacji";
"Czy akamprozat reguluje powstawanie cichych synaps u myszy pijących alkohol?";"mgr Maria Nalberczak-Skóra";"2017-10-09";"2019-10-08";"
    •  budżet - NCN

";100000;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Instytut Biologii Doświadczalnej im. Marcelego Nenckiego Polskiej Akademii Nauk

";"
    •  Ludwika Pasteura 3, Warszawa

";"W trakcie realizacji";
"""Zapis terestrializacji życia w dewonie dolnym Gór Świętokrzyskich HolyCross""";"dr Piotr Daniel Szrek";"2017-10-09";"2018-12-31";"
    •  inna (National Geographic Society)

";1000;"Projekt realizowany w ramach międzynarodowego programu, inicjatywy lub przedsięwzięcia badawczego";"Inny program (inne)";"
    •  Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy

";"
    •  Rakowiecka 4, Warszawa

";"W trakcie realizacji";
"Opracowanie katalogu wzorów wraz z instrukckją malowania kamuflażowego dla kontenera 20'";"mgr inż. Waldemar KRÓLIKOWSKI";"2017-10-09";"2017-11-15";"
    •  środki przedsiębiorstw krajowych

";;"Inne programy";"Inny program (inny)";"
    •  Wojskowy Instytut Techniki Inżynieryjnej im. profesora Józefa Kosackiego

";"
    •  Obornicka 136, Wrocław

";"Zakończony - Zrealizowany";
"Badanie żywic jonowymiennych: LayneRT i Purolite oraz fosforanu tri-sodu";"mgr inż. Anna KWAK";"2017-10-09";"2017-10-12";"
    •  środki przedsiębiorstw krajowych

";3600;"Inne programy";"Inny program (inny)";"
    •  Wojskowy Instytut Techniki Inżynieryjnej im. profesora Józefa Kosackiego

";"
    •  Obornicka 136, Wrocław

";"Zakończony - Zrealizowany";
"Science of Self: Human Agency in Formalist Theories of Literature and Biomedical Research, 1917-1925";"dr Asiya Bulatova";"2017-10-09";"2019-09-30";"
    •  budżet - NCN

";590868;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"POLONEZ; edycja 3";"
    •  Uniwersytet Warszawski; Wydział Polonistyki

";"
    •  Krakowskie Przedmieście 26/28, Warszawa

";"W trakcie realizacji";
"Wykorzystanie mechatronicznych kijów Nordic Walking w modelowaniu i ocenie rehabilitacji wybranych grup chorych";"prof. dr hab. Marek Grzegorz Woźniewski";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";722100;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"OPUS; edycja 12";"
    •  Akademia Wychowania Fizycznego we Wrocławiu; Wydział Fizjoterapii
    •  Politechnika Wrocławska; Wydział Mechaniczny

";"
    •  Ignacego Jana Paderewskiego 35, Wrocław
    •  Ignacego Łukasiewicza 5, Wrocław

";"W trakcie realizacji";
"POLMIG";"dr hab. Anna Organiściak-Krzykowska";"2017-10-09";"2017-10-13";"
    •  budżet - NCBR

";22581;83;"Projekt finansowany przez Narodowe Centrum Badań i Rozwoju";"Program Polsko-Norweskiej Współpracy Badawczej";"
    •  Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Nauk Ekonomicznych

";"
    •  Michała Oczapowskiego 4, Olsztyn

";"Zakończony - Zrealizowany"
"Rozróżnienie pomiędzy współistniejącymi zjawiskami hybrydyzacji oraz ułatwionego samozapłodnienia u blisko spokrewnionych modelowych gatunków dżdżownic, Elsea andrei i E.fetida, szeroko stosowanych w biomedycynie i ekotoksykologii.";"prof. dr hab. Barbara Płytycz";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";422890;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"OPUS; edycja 12";"
    •  Uniwersytet Jagielloński w Krakowie; Wydział Biologii

";"
    •  Gronostajowa 7, Kraków

";"W trakcie realizacji";
"Symbiotyczne mokroendolity w szkieletach kopalnych koralowców Scieractina";"Klaudiusz Adam Salamon";"2017-10-09";"2018-10-08";"
    •  budżet - NCN

";39372;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Uniwersytet Jagielloński w Krakowie; Wydział Geografii i Geologii

";"
    •  Gronostajowa 3a/2.07, Kraków

";"W trakcie realizacji";
"Funkcjonowanie osadnictwa trypolskiego w północnej Mołdawii pomiędzy 3450/3300-3000/2900 cal. BC. Próba rekonstrukcji dynamiki czasowej kontaktów kulturowych";"Kamil Karski";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";138840;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Uniwersytet Rzeszowski; Wydział Socjologiczno-Historyczny

";"
    •  Aleja Tadeusza Rejtana 16c, Rzeszów

";"W trakcie realizacji";
"Translacyjny odczyt przedwczesnych kodonów STOP (PTC readthrough) w genach zaangażowanych w patogenezę pierwotnej dyskinezy rzęsek- stymulacja związkami nieaminoglikozydowymi jako alternatywa dla antybiotyków aminoglikozydowych.";"dr Maciej Jan Dąbrowski";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";149780;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Instytut Genetyki Człowieka Polskiej Akademii Nauk

";"
    •  Strzeszyńska 32, Poznań

";"W trakcie realizacji";
"Wytwarzanie i badanie piezorezystywnych przyrządów NEMS wykonanych technologiami FIB/SEM";"mgr inż. PIOTR MARIA KUNICKI";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";147960;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Politechnika Wrocławska; Wydział Elektroniki Mikrosystemów i Fotoniki

";"
    •  Zygmunta Janiszewskiego 11/17/bud. C-2, Wrocław

";"W trakcie realizacji";
"Przeprowadzenie całodobowych badań odpowiedzi dynamicznej na obciążenia eksploatacyjne obiektów mostowych : WS – 32 w km 40+901,5 drogi ekspresowej S – 3 (kontrakt 2H15) , MS – 59 w km 100+931 drogi e";"prof. dr hab. JAN BIEŃ";"2017-10-09";"2018-04-30";"
    •  środki przedsiębiorstw krajowych

";54000;"Inne programy";"Inny program (Projekty realizowane na zlecenie podmiotów gospodarczych)";"
    •  Politechnika Wrocławska; Wydział Budownictwa Lądowego i Wodnego

";"
    •  Wybrzeże Stanisława Wyspiańskiego 27, Wrocław

";"Zakończony - Zrealizowany";
"Wykonanie ekspertyzy pt: ""Opracowanie założeń monitoringu rybackiego i naukowego w kontekście uwarunkowań środowiskowych, zasobów ryb i innych presji stanowiących potencjalne zagrożenie dla funkcjonowania rybołówstwa przybrzeżnego na obszarze Zatoki Puckiej""";"prof. dr hab. Tomasz Bernard Linkowski";"2017-10-09";"2017-12-08";"
    •  budżet - inne resorty

";80000;"Inne programy";"Inny program (Prace wykonane na zlecenie Ministerstwa Gospodarki Morskiej i Żeglugi Śródlądowej)";"
    •  Morski Instytut Rybacki - Państwowy Instytut Badawczy

";"
    •  Hugo Kołłątaja 1, Gdynia

";"Zakończony - Zrealizowany";
"Charakterystyka zawiesiny unoszonej w zlewni zbiornika karpackiego z wykorzystaniem znaczników geochemicznych (sediment fingerprints)";"Gabriela Małgorzata Zemełka";"2017-10-09";"2019-10-08";"
    •  budżet - NCN

";98580;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Politechnika Krakowska im. Tadeusza Kościuszki; Wydział Inżynierii Środowiska

";"
    •  Warszawska 24, Kraków

";"W trakcie realizacji";
"Badanie możliwości wykorzystania nanocząstek srebra wytwarzanych przez promieniowce jako czynnika antybakteryjnego i antygrzybowego nietoksycznego dla komórek eukariotycznych";"mgr Magdalena Maria Wypij";"2017-10-09";"2020-10-08";"
    •  budżet - NCN

";140880;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 13";"
    •  Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Biologii i Ochrony Środowiska

";"
    •  Lwowska 1, Toruń

";"W trakcie realizacji";
"Poprawa bezpieczeństwa na skrzyżowaniach linii kolejowych z drogami - etap II - część wiaduktowa";"mgr inż. Beata Jolanta Piwowar";"2017-10-09";"2018-05-28";"
    •  środki przedsiębiorstw krajowych

";;"Inne programy";"dotacja na utrzymanie potencjału badawczego";"
    •  Instytut Kolejnictwa

";"
    •  Chłopickiego 50/-, Warszawa

";"Zakończony - Zrealizowany";
"Porównawcza analiza transkryptomiczna dwóch gatunków roślin leczniczych z rodzaju Perovskia.";"dr Monika Bielecka";"2017-10-06";"2018-10-05";"
    •  budżet - NCN

";46200;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"MINIATURA; edycja 1";"
    •  Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu; Wydział Farmaceutyczny z Oddziałem Analityki Medycznej

";"
    •  Borowska 211, Wrocław

";"W trakcie realizacji";
"Badanie wzorców doskonałości w nauce i sztuce";"dr hab. Przemysław Piotr Korytkowski";"2017-10-06";"2019-10-05";"
    •  budżet - MNiSW

";2000000;"Projekt finansowany przez ministra właściwego do spraw nauki";"DIALOG";"
    •  Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydział Informatyki

";"
    •  Żołnierska 49, Szczecin

";"W trakcie realizacji";
"Innovative Approaches for Pork Production with Entire Males - IPEMA";"dr Sylwia Elżbieta Żakowska-Biemans";"2017-10-06";"2020-10-05";"
    •  środki UE

";;"Projekt realizowany w ramach międzynarodowego programu, inicjatywy lub przedsięwzięcia badawczego";"Projekty European Cooperation in Science and Technology";"
    •  Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Nauk o Żywieniu Człowieka i Konsumpcji

";"
    •  Nowoursynowska 159C/Bud.32, Warszawa

";"W trakcie realizacji";
"Opracowanie pracy badawczej pn. Ekspertyza techniczna obejmująca kompleksową weryfikacje projektu posadowienia wiaduktu WD-3 w ramach zadania inwestycyjnego pn. Budowa drogi wojewódzkiej nr 631 w ciągu ul.Marsa - Żołnierska";"prof. dr hab. Anna Siemińska-Lewandowska";"2017-10-06";"2017-11-03";"
    •  inna (Miasto Stołeczne Warszawa)

";122000;"Inne programy";"Inny program (Umowa o pracę badawczą)";"
    •  Politechnika Warszawska; Wydział Inżynierii Lądowej

";"
    •  Lecha Kaczyńskiego 16, Warszawa

";"Zakończony - Zrealizowany";
"Szkolenie oparte na pracy w dziedzinie przemysłu 4.0 na rzecz konkurencyjnego przemysłu europejskiego – INDUCE 4.0”";"Liviu Moldovan";"2017-10-06";"2019-10-05";"
    •  środki UE

";723656;38;"Projekt w ramach programu Unii Europejskiej";"Inny program (ERASMUS+)";"
    •  Przemysłowy Instytut Automatyki i Pomiarów PIAP

";"
    •  Al. Jerozolimskie 202, Warszawa

";"W trakcie realizacji"
"Rozwój innowacyjnej oferty naukowej w zakresie edukacji zawodowej w celu zachęcenia do kariery naukowej I edukacyjnej.";"prof. Toshko Nenov";"2017-10-06";"2019-10-05";"
    •  środki UE

";913136;82;"Projekt w ramach programu Unii Europejskiej";"Inny program (ERASMUS+)";"
    •  Przemysłowy Instytut Automatyki i Pomiarów PIAP

";"
    •  Al. Jerozolimskie 202, Warszawa

";"W trakcie realizacji"
"Atlas klasztorów w Polsce X-XXI w.";"prof. dr hab. Henryk Antoni Gapski";"2017-10-06";"2022-10-05";"
    •  budżet - MNiSW

";1845660;"Projekt finansowany przez ministra właściwego do spraw nauki";"Narodowy Program Rozwoju Humanistyki; konkurs 84";"
    •  Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie; Wydział Nauk Humanistycznych

";"
    •  Racławickie 14, Lublin

";"W trakcie realizacji";
"Badanie zdolności antyoksydacyjnej liponylolizyny oraz wpływu przetwórstwa spożywczego na poziom kwasu liponowego i liponylolizyny w produktach żywnościowych.";"Adrianna Kinga Kamińska";"2017-10-05";"2020-10-04";"
    •  budżet - NCN

";149720;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Uniwersytet Łódzki; Wydział Chemii

";"
    •  Tamka 12, Łódź

";"W trakcie realizacji";
"Czynniki warunkujące sukces lęgowy rudzika Erithacus rubecula w warunkach lasu pierwotnego w Białowieskim Parku Narodowym";"Oliwia Lidia Karpińska";"2017-10-05";"2020-10-04";"
    •  budżet - NCN

";142200;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Leśny

";"
    •  Nowoursynowska 159/Bud.34, Warszawa

";"W trakcie realizacji";
"Kolorowanie i L(2,1)-etykietowanie geometrycznych grafów przecięć";"Joanna Dorota Sokół";"2017-10-05";"2019-10-04";"
    •  budżet - NCN

";43400;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Politechnika Warszawska; Wydział Matematyki i Nauk Informacyjnych

";"
    •  Koszykowa 75, Warszawa

";"W trakcie realizacji";
"Wpływ budowy i ciężaru cząsteczkowego hiperrozgałęzionego poliglicerolu na jego efektywność działania jako domieszki upłynniającej do kompozytów cementowych";"Daniel Wiliński";"2017-10-05";"2019-10-04";"
    •  budżet - NCN

";99900;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Politechnika Warszawska; Wydział Inżynierii Lądowej

";"
    •  Lecha Kaczyńskiego 16, Warszawa

";"W trakcie realizacji";
"Modulacja odpowiedzi komórkowej inicjowana pulsowym polem elektrycznym i zmiennym stężeniem jonów wapnia w komórkach mięśniakomięsaka prążkowanokomórkowego in vitro i in vivo";"Anna Maria Szewczyk";"2017-10-05";"2019-10-04";"
    •  budżet - NCN

";99600;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Uniwersytet Wrocławski; Wydział Nauk Biologicznych

";"
    •  Kuźnicza 35, Wrocław

";"W trakcie realizacji";
"Eksperymentalno-numeryczna analiza wpływu stanów powierzchniowych na parametry detektorów z HgCdTe pracujących w zakresie średniej podczerwieni. (NCN/07-141)";"Olga Katarzyna Markowska";"2017-10-05";"2019-10-04";"
    •  budżet - NCN

";99600;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Nowych Technologii i Chemii

";"
    •  Gen. Witolda Urbanowicza 2, Warszawa

";"W trakcie realizacji";
"Polski wkład w przyrodoznawstwo i technikę: słownik polskich i związanych z Polską odkrywców, wynalazców oraz pionierów nauk matematyczno-przyrodniczych i techniki. Kontynuacja.";"prof. dr hab. Bolesław Orłowski";"2017-10-05";"2019-10-04";"
    •  budżet - MNiSW

";230000;"Projekt finansowany przez ministra właściwego do spraw nauki";"DIALOG";"
    •  Instytut Historii Nauki imienia Ludwika i Aleksandra Birkenmajerów Polskiej Akademii Nauk

";"
    •  Nowy Świat 72/9, Warszawa

";"W trakcie realizacji";
"Analiza morfometrii ludzkiego naskórka na zdjęciach histopatologicznych";"mgr inż. Paweł Łukasz Kłeczek";"2017-10-05";"2020-10-04";"
    •  budżet - NCN

";105100;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"PRELUDIUM; edycja 12";"
    •  Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej

";"
    •  Aleja Adama Mickiewicza 30/B-1, Kraków

";"W trakcie realizacji";
"""Innowacyjny system wsparcia rozwoju przedsiębiorczości – podniesienie efektywności współpracy nauki z gospodarką""";"prof. dr hab. Beata Anna Glinka";"2017-10-05";"2019-10-04";"
    •  budżet - MNiSW

";494397;"Projekt finansowany przez ministra właściwego do spraw nauki";"DIALOG";"
    •  Uniwersytet Warszawski; Wydział Zarządzania

";"
    •  Szturmowa 1/3, Warszawa

";"W trakcie realizacji";
"Identyfikacja i charakterystyka wariantów genomu związanych z zespołem Gillesa de la Tourette'a";"prof. dr hab. Cezary Żekanowski";"2017-10-05";"2020-10-04";"
    •  budżet - NCN

";1366600;"Projekt naukowy finansowany przez Narodowe Centrum Nauki";"OPUS; edycja 12";"
    •  Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego Polskiej Akademii Nauk
    •  Warszawski Uniwersytet Medyczny; I Wydział Lekarski

";"
    •  Adolfa Pawińskiego 5, Warszawa
    •  Żwirki i Wigury 61, Warszawa

";"W trakcie realizacji";
